SBAN;SEDE;MUNICIPIO;REGIONAL;DPTO;Direccion;HORARIO;ATENCION;;;;;;;;
6314;COROZAL;Corozal;COSTA;Sucre;Cra.25 Nº. 27-29;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4810;SANDONA;Sandoná;OCCIDENTE;Nariño;Calle 5 No. 4-28 Barrio San Carlos - Plaza Principal;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
4822;YACUANQUER;Yacuanquer;OCCIDENTE;Nariño;Carrera 2 No. 9 - 35;LUNES A VIERNES;8:00 A.M. A 3:00 P.M.;;;;;;;;
1534;GARAGOA;Garagoa;ORIENTE;Boyacá;Cra.10 No. 9 - 66 LOCAL 101;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6024;BARBOSA;Barbosa;ORIENTE;Santander;CALLE 8 N° 8 – 22;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
5123;EL CARMEN;El Carmen;SANTANDERES;Norte de Santander;Calle 8 N° 3-07;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
5160;TOLEDO;Toledo;SANTANDERES;Norte de Santander;Carrera 5 N° 12-80 Calle Real;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
3937;ISNOS;San José de Isnos;SUR;Huila;Calle 5 # 3-60;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3970;TESALIA;Tesalia;SUR;Huila;CRA 9 No 5 - 16/18;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
6624;PALOCABILDO;Palocabildo;SUR;Tolima;Carrera 8 No. 4 -03;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
1349;ARMENIA;Armenia;ANTIOQUIA;Antioquia;Calle 10 No.8-04;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1380;GRANADA;Granada;ANTIOQUIA;Antioquia;Calle 21Bolívar No.21-04/08;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1415;AMALFI;Amalfi;ANTIOQUIA;Antioquia;Carrera 21 No. 19-045/049;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1460;SABANALARGA;Sabanalarga;ANTIOQUIA;Antioquia;CALLE 20 NRO. 19-26;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
2132;JAMBALO;Jambaló;OCCIDENTE;Cauca;Carrera 3a # 5-11;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4844;LINARES;Linares;OCCIDENTE;Nariño;Calle 4 No. 3-27 Calle Principal;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
6628;VILLAHERMOSA;Villahermosa;SUR;Tolima;Carrera 5 No. 8-12;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
3123;GUAYABETAL;Guayabetal;BOGOTA;Cundinamarca;Calle 2 No.1-71;LUNES A VIERNES;8:00 A.M. A 3:00 P.M.;;;;;;;;
3154;QUETAME;Quetame;BOGOTA;Cundinamarca;Calle 4 NO 3-87;LUNES A VIERNES;8:00 A.M. A 3:00 P.M.;;;;;;;;
3163;SILVANIA;Silvania;BOGOTA;Cundinamarca;Calle 10 No. 5 - 14 / 16 / 18;LUNES A VIERNES;8:00 A.M. A 3:00 P.M.;;;;;;;;
6978;CARTAGO;Cartago;CAFETERA;Valle del Cauca;Calle 11 No. 4-71 / 4-79;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4203;CERRO DE SAN ANTONIO;Cerro San Antonio;COSTA;Magdalena;Calle 5 Nº. 4-41 Calle Principal - Barrio el Centro;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6335;LOS PALMITOS;Los Palmitos;COSTA;Sucre;Calle 6 No.6-14;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6350;OVEJAS;Ovejas;COSTA;Sucre;CRA. 16 No.20-26;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4832;FUNES;Funes;OCCIDENTE;Nariño;Carrera 4 No. 4 - 133 /137;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6954;RIOFRIO;Riofrío;OCCIDENTE;Valle del Cauca;Calle 6 No.9-50;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3952;SAN AGUSTIN;San Agustín;SUR;Huila;Cra.13 No.3-72;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1462;SAN ANDRES DE CUERQUIA;San Andrés De Cuerquía;ANTIOQUIA;Antioquia;Calle 30 No. 29 – 41 Parque Principal;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1480;TARSO;Tarso;ANTIOQUIA;Antioquia;Calle 20 No.19-12;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
290;UBATE;Ubate;BOGOTA;Cundinamarca;CLL 6 NO 5-04 CALLE 6 No. 6-02;LUNES A VIERNES;8:00 A.M. A 3:00 P.M.;;;;;;;;
3114;CAQUEZA;Caqueza;BOGOTA;Cundinamarca;Carrera 5 No. 2-18;LUNES A VIERNES;8:00 A.M. A 3:00 P.M.;;;;;;;;
3126;FOSCA;Fosca;BOGOTA;Cundinamarca;Calle 2 NO 1-51;LUNES A VIERNES;8:00 A.M. A 3:00 P.M.;;;;;;;;
3166;FUSAGASUGA;Fusagasugá;BOGOTA;Cundinamarca;Carrera 4 No. 8 A - 10;LUNES A VIERNES;8:00 A.M. A 3:00 P.M.;;;;;;;;
1812;NEIRA;Neira;CAFETERA;Caldas;Carrera 10 No. 9-42 Palacio Municipal - primer piso;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
6926;EL AGUILA;El Águila;CAFETERA;Valle del Cauca;CRA. 2 # 7-02/09 Plaza Principal Edificio del Café;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
6935;ANSERMANUEVO;Ansermanuevo;CAFETERA;Valle del Cauca;CRA.4 BIS # 6-93;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1260;SAN ESTANISLAO;San Estanislao;COSTA;Bolívar;Calle 23 Nº. 19-29;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6368;SAN PEDRO;San Pedro;COSTA;Sucre;Calle 13 No. 8-16 barrio los Cocos;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6370;SINCE;San Luis De Sincé;COSTA;Sucre;Cra. 11 Nº. 10 -05;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
2109;LA SIERRA;La Sierra;OCCIDENTE;Cauca;Calle Principal Edificio Alcaldía Municipal primer piso- Barrio Centro;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
4838;ILES;Iles;OCCIDENTE;Nariño;Avenida Ochoa - Calle 1a. No. 6-100;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4874;SAN LORENZO;San Lorenzo;OCCIDENTE;Nariño;Carrera 3 con calle 3 Barrio Centro;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
6920;SANTANDER DE QUILICHAO;Santander De Quilichao;OCCIDENTE;Cauca;Carrera 11 No. 03-64 C.C Santander Plaza;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
6952;TRUJILLO;Trujillo;OCCIDENTE;Valle del Cauca;Cra.19 No.20-71/73;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
6976;DAGUA;Dagua;OCCIDENTE;Valle del Cauca;Calle 10 N° 12 – 36;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1255;SAN PABLO;San Pablo;SANTANDERES;Bolívar;Carrera 6 No. 17 - 23;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
5116;CONVENCION;Convención;SANTANDERES;Norte de Santander;CALLE 5 N° 6-42;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6079;VETAS;Vetas;SANTANDERES;Santander;Carrera 1 No. 4-50 PARQUE PRINCIPAL;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3918;GIGANTE;Gigante;SUR;Huila;Cra.4 Calle 4 Esquina;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
3945;PALESTINA;Palestina;SUR;Huila;Calle 1a No. 2 - 37;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
6634;CUNDAY;Cunday;SUR;Tolima;CALLE 6 No.4-50;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
7510;BELEN DE LOS ANDAQUIES;Belén De Los Andaquíes;SUR;Caquetá;Carrera 4 No. 4-42;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
7901;SIBUNDOY;Sibundoy;SUR;Putumayo;CALLE 18 No.15-59;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1452;PUEBLO RICO;Pueblorrico;ANTIOQUIA;Antioquia;Calle 30No.29-27 edificio del café;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1466;SAN JOSE DE LA MONTAÑA;San José De La Montaña;ANTIOQUIA;Antioquia;Calle 20 No. 21-24;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
2717;CANALETE;Canalete;ANTIOQUIA;Córdoba;Diagonal al parque;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
730;UNE;Une;BOGOTA;Cundinamarca;Carrera 3 No 2-15;LUNES A VIERNES;8:00 A.M. A 3:00 P.M.;;;;;;;;
3127;CARMEN DE CARUPA;Carmen De Carupa;BOGOTA;;Calle 2 N° 1 – 03;LUNES A VIERNES;8:00 A.M. A 3:00 P.M.;;;;;;;;
3139;GUTIERREZ;Gutiérrez;BOGOTA;Cundinamarca;Calle 5 NO 4-20;LUNES A VIERNES;8:00 A.M. A 3:00 P.M.;;;;;;;;
3153;PASCA;Pasca;BOGOTA;Cundinamarca;Calle 2 No. 2-72;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1850;ARANZAZU;Aranzazu;CAFETERA;Caldas;CRA 5 No 6 - 24 Plaza Principal;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1870;SAN JOSÉ;San José;CAFETERA;Caldas;Carrera 2 No 1A-44;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
6932;NARANJAL (Corregimiento del municipio de Bolivar - Valle del Cauca);Bolívar;CAFETERA;Valle del Cauca;Calle 5 No. 5 - 25;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
6974;TORO;Toro;CAFETERA;Valle del Cauca;Carrera 4 No.10-30;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1636;REPELON;Repelón;COSTA;Atlántico;Calle 8 No. 8 - 04;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6305;BUENAVISTA;Buenavista;COSTA;Sucre;CALLE 8 Nº. 8-27;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6320;GALERAS;Galeras;COSTA;Sucre;Cra. 5 Nº. 4-61;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
2172;LA VEGA;La Vega;OCCIDENTE;Cauca;Calle 2 No.8-05;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
2175;TORIBIO;Toribio;OCCIDENTE;CAUCA;Carrera 3 No. 4 - 09 Esquina del Parque Principal - Barrio la Unión;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
4818;CONTADERO;Contadero;OCCIDENTE;Nariño;Carrera 2 No. 5-02;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4890;BERRUECOS;Arboleda;OCCIDENTE;Nariño;Barrio Centro Berruecos Casa Cural;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1551;MONIQUIRA;Moniquirá;ORIENTE;Boyacá;CARRERA 5 No.18 - 45/53;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1270;SANTA ROSA DEL SUR;Santa Rosa Del Sur;SANTANDERES;Bolívar;Calle 9 No. 11 -40;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
5126;HACARI;Hacarí;SANTANDERES;Norte de Santander;Calle 4 frente a las instalaciones del Palacio Municipal;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
5164;SILOS;Silos;SANTANDERES;Norte de Santander;Cra.5 No.3-41;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3932;NATAGA;Nátaga;SUR;Huila;CALLE 2 No. 5 - 77 / 83;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
3942;PITALITO;Pitalito;SUR;Huila;Carrera 5 N°3-56;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6630;GUAYABAL;Guayabal;SUR;Tolima;CALLE 3 # 4 - 05 SUR;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6632;VILLARRICA;Villarrica;SUR;Tolima;Calle 4 No.3-25 Palacio Municipal;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
7501;ALBANIA;Albania;SUR;Caquetá;Carrera 4 No. 5 -56 parque Principal - Centro;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1340;SANTA ROSA DE OSOS;Santa Rosa De Osos;ANTIOQUIA;Antioquia;CALLE 30 B No. 29-70 LOCAL 102;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1362;CAÑASGORDAS;Cañasgordas;ANTIOQUIA;Antioquia;Carrera 31 No. 30-49 primer piso - Parque Principal;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1393;JERICO;Jericó;ANTIOQUIA;Antioquia;Carrera 5 No. 7 - 41;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
2747;LOS CORDOBAS;Los Córdobas;ANTIOQUIA;Córdoba;Plaza Principal;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3141;LENGUAZAQUE;Lenguazaque;BOGOTA;Cundinamarca;Carrera 4 No. 2 -70;LUNES A VIERNES;8:00 A.M. A 3:00 P.M.;;;;;;;;
1835;RIOSUCIO;Riosucio;CAFETERA;Caldas;Calle 8 No.7-60 Esquina Plaza la Candelaria;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1840;ARAUCA ( Corregimiento del municipio de Palestina - Caldas);Palestina;CAFETERA;Caldas;Calle 8 12 10 /20;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1216;CALAMAR;Calamar;COSTA;Bolívar;Carrera 2 No.20-07 20-70;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1240;MAGANGUE;Magangué;COSTA;Bolívar;Transversal 3 Nº. 3A-16/24;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6362;SAN BENITO ABAD;San Benito Abad;COSTA;Sucre;Calle 12 N°14-44 Plaza Principal;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
2128;BUENOS AIRES;Buenos Aires;OCCIDENTE;Cauca;Carrera 1 con Calle 6;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
2171;ALMAGUER;Almaguer;OCCIDENTE;Cauca;Calle 4 No.4-56;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
4820;PUERRES;Puerres;OCCIDENTE;Nariño;Cra.3 No.6-15/ 29 Barrio el Centro;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4875;EL TABLON DE GOMEZ;El Tablón;OCCIDENTE;Nariño;Calle 4 No.3-24 Casa 4 Alcaldía Municipal;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
6928;JAMUNDÍ;Jamundí;OCCIDENTE;Valle del Cauca;Carrera 12 No. 10-19;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6964;DARIEN;Calima;OCCIDENTE;Valle del Cauca;Calle 11 No.6-42;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
1502;ARCABUCO;Arcabuco;ORIENTE;Boyacá;Cra.6 No.4-09;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
5172;TEORAMA;Teorama;SANTANDERES;Norte de Santander;Carrera 4 No.3-35;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3923;PAICOL;Paicol;SUR;Huila;Calle 4 No 6 - 52/56 CALLE 6 No. 6-52;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
3965;TIMANA;Timaná;SUR;Huila;Carrera 4 No. 9-42 Edificio del Café;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
6609;ICONONZO;Icononzo;SUR;Tolima;CRA. 6 # 7-01;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
6657;SUAREZ;Suárez;SUR;Tolima;Carrera 3 No. 7 - 70;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
7580;VALPARAISO;Valparaíso;SUR;Caquetá;CALLE 11 No 3B 23 -25 Barrio el Centro.;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
7950;VILLAGARZON;Villagarzón;SUR;Putumayo;CRA. 6 No.6-64;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1357;TAMESIS;Támesis;ANTIOQUIA;Antioquia;CALLE 10 N° 9 – 51;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1426;LIBORINA;Liborina;ANTIOQUIA;Antioquia;Calle 8 No.10-63;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1428;DABEIBA;Dabeiba;ANTIOQUIA;Antioquia;Carrera 10 No. 8 - 27 - Carrera Uribe - Uribe;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1832;MARMATO;Marmato;CAFETERA;Caldas;Vereda El Llano - Vía Principal (Nuevo Marmato);MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1862;RISARALDA;Risaralda;CAFETERA;Caldas;CRA. 2 # 8-15;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
6614;HERVEO;Herveo;CAFETERA;Tolima;CALLE 4 No. 6 - 38;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
2111;SUAREZ;Suárez;OCCIDENTE;Cauca;Carrera 5 No. 6-25;MARTES A VIERNES Y SÁBADO;DE MARTES A VIERNES DE 8:00 AM A 11:30 AM Y DE 2:00 P.M. A 4:30 P.M. SABADO DE 8:00 AM A 2:00 P.M.;;;;;;;;
4872;SAN JOSE DE ALBAN;Albán;OCCIDENTE;Nariño;Carrera 3 No.4-20 Centro;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
3921;ELIAS;Elías;SUR;Huila;Calle 2 Cra.5 Esquina;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
3922;HOBO;Hobo;SUR;Huila;Carrera 8 No. 5-36;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1398;YARUMAL;Yarumal;ANTIOQUIA;Antioquia;Carrera.20 No.20-43;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
2767;PUEBLO NUEVO;Pueblo Nuevo;ANTIOQUIA;Córdoba;Carrera 9 No. 11-75 Barrio Las Flores - local 01;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3303;QUIBDO;Quibdó;ANTIOQUIA;Chocó;Calle 24 No.3-04;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3360;RIOSUCIO;Riosucio;ANTIOQUIA;Chocó;Calle 5 No 7-35;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3137;GUATAVITA;Guatavita;BOGOTA;Cundinamarca;Plaza Civica - Guatavita;LUNES A VIERNES;8:00 A.M. A 3:00 P.M.;;;;;;;;
8510;LA PRIMAVERA;La Primavera;BOGOTA;Vichada;Carrera 9 No. 4-87 Centro;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
5765;GUATICA;Guática;CAFETERA;Risaralda;Carrera 6 No.9-15/17;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6972;ZARZAL;Zarzal;CAFETERA;Valle del Cauca;Calle 9 No. 8 - 53;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1246;PINILLOS;Pinillos;COSTA;Bolívar;Plaza Principal;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1626;CAMPO DE LA CRUZ;Campo De La Cruz;COSTA;Atlántico;Calle 9 Cra. 11-04;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6330;LA UNION;La Unión;COSTA;Sucre;Calle 14 No. 10 - 15 Avenida Nuñez - Barrio Santo Domingo;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4812;PUPIALES;Pupiales;OCCIDENTE;Nariño;Carrera 2 No. 4-22;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
4836;GUAITARILLA;Guaitarilla;OCCIDENTE;Nariño;Calle Real 5 No. 2 – 28.;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6921;PUERTO TEJADA;Puerto Tejada;OCCIDENTE;Cauca;Cra.20 Calle 15 y 14;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6977;GUADALAJARA DE BUGA;Guadalajara de Buga;OCCIDENTE;Valle del Cauca;Carrera 14 No. 6-32;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3913;GARZON;Garzón;SUR;Huila;Calle 7 No.9-55 /57;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
3915;CURILLO;Curillo;SUR;Caquetá;Calle 11 N° 2-01;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6606;LÉRIDA;Lérida;SUR;Tolima;CARRERA 6 N° 8 - 14;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6617;GUAMO;Guamo;SUR;Tolima;Calle 9 No. 10-14 Barrio el Centro;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
6640;CARMEN DE APICALA;Carmen De Apicalá;SUR;Tolima;Carrera 6 N° 2 – 65;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
7960;PUERTO GUZMAN;Puerto Guzmán;SUR;Putumayo;Carrera 4 No.4-76 - Barrio Los Prados - Puerto Guzmán;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
1314;ANGOSTURA;Angostura;ANTIOQUIA;Antioquia;Calle 11 No.9-38 Palacio Municipal - Primer Piso.;LUNES A VIERNES;8:00 A.M. A 3:00 P.M.;;;;;;;;
1345;SAN LUIS;San Luis;ANTIOQUIA;Antioquia;CRA. REAL NRO. 20-07;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
1482;TOLEDO;Toledo;ANTIOQUIA;Antioquia;Calle 11 No. 10 - 18 Parque Principal;MARTES A SABADO;8:00 AM A 2:00 P.M.;;;;;;;;
2765;PLANETA RICA;Planeta Rica;ANTIOQUIA;Córdoba;Carrera 8 No. 18-11 0 CALLE PRINCIPAL;LUNES A VIERNES;08:00 AM - 11:30 AM Y DE 02:00 PM - 04:30 PM;;;;;;;;
